"0","Komplo teorilerine inanmak ile akıl sağlığı arasında bir bağlantı var mı?"
"0","Macar insanları doğanın 5. kuvvetini bulduklarını öne sürdü."
"0","Mahkeme Filistinlerin 2014'ten bu yana yaptığı bazı şikayetleri inceliyordu."
"1","Bizi Afrin'e götür diyenler, bedelli askerlik sırası bekliyorlar."
"1","Amerika'ya diktatörlük geldiğinde, 'yine diktatörlük ülkeye gelmesin diye silahlanmalıyız' diyen aynı kişiler diktatörlüğü destekleyecekler."
"1","Bugün hiçbir şey yazmayacağım."
"1","Dünyanın ilk HIV-pozitif sperm bankası Yeni Zelanda'da açıldı."
"1","Falcılar, öngörülemez sebeplerden ötürü toplantıya katılamadılar."
"1","New York'taki ofisimin 2 arka bloğunda başlayan inşaat 20. yaşını kutlamak üzere :)))))"
"1","Özgürlük şarkıları söyleyen hümanist sanatçımız, hapis cezası almamı istedi."
"1","Popülerliğe katkıda bulunmamak için sosyal medya kullanarak mesaj göndermek."
"1","Uyku tutmayınca, uyunamadığı için stres olunup daha da fazla uyuyamamak."
"1","Vergi borcu var diye linç edilmeye çalışılan Aydın Doğan vergi rekortmeni oluyor."
"0","Antibiyotiğe dirençli bakteri nedeniyle komaya giren hasta virüsle kurtarıldı."
"0","Bazı bitkisel ilaçlar kanser tedavisine yarardan çok zarar veriyor."
"0","Google iki yılda 2 milyar dolardan fazla ceza ödedi."
"0","Hastanede yerde yatan çocuğun fotoğrafına bakmayan İngiltere Başbakanı Johnson'a eleştiri yağmuru geldi."
"0","İngiltere'de Brexit yasa tasarısı Avam Kamarası'nda ilk engeli aştı."
"0","Karaciğer için faydalı besinler hangileri?"
"0","Mucize çocuk Laurent, üniversiteden mezun olmasına günler kala okulu bıraktı."
"0","Pakistan'da HIV virüsü çocuklar arasında neden yayılıyor?"
"0","Türkiye'de organik çay üretimi tavan yaptı."
"0","Vladimir Putin'in hala Windows XP işletim sistemine sahip bir bilgisayar kullanıldığı öğrenildi."
"1","ABD, Türkiye’ye ekonomik saldırı yaparken bize saldıran ülkenin parasına yatırım yapmak sizce de ironik değil mi?"
"1","Afrika'daki açlığı 5 dakikada bitirebilecek insanlar, bahşiş vermemek için sıraya giriyorlar."
"1","Ben böyle uslu (!) bir çocuk görmedim. "
"1","Denizli diyorlar denizi yok 🤔 🤔."
"1","Gitmene ne de çok üzüldüm, anlatamam..."
"1","Müdürü kovdurmak için başvurduğumuz birimin karar merciini de müdür atadığı için, kazanacağımıza hiç şüphem yok!"
"1","O kadar güzel bir filmdi ki, 10 dakika bile izlemeye dayanamadım."
"1","Tanrıya şükürler olsun ki ateistim!"
"1","Telefona cevap vermeyen insan, aranmaktadır."
"1","Yakın tarihin en kötü terör örgütüne 49 vatandaş kaptırmış kişi, dünya mazlumlarının umudu olmaktan bahsediyor."
"0","Antalya'da hayatını kaybeden ailenin evinde siyanür bulgusuna rastlandı."
"0","Balkan Şampiyonası'nda milli koşucumuz Ercan Arslan türk atletler arasında tüm zamanların en iyi 6. süresini koştu. 🇹🇷🇹🇷🇹🇷"
"0","Beyoğlu'nda lodosun etkisiyle bir binanın çatısı uçtu 😱"
"0","Çin'de mobil internet kullanıcılarına yüz tarama zorunluluğu getiriliyor."
"0","Diyet kola bağımlılığını yendi, 100 milyon dolarlık aromalı su şirketi kurdu."
"0","Kenyalı atlet Eliud Kipchoge, maratonu 2 saatin altında koşan ilk sporcu olarak tarihe geçti."
"0","Mahsur kalan İranlı şoför için para toplanıp, yeni tır alındı."
"0","Sakızdaki diş izleriyle, 5 bin 700 yıl önce yaşamış olan kadının genetik şifresi çözüldü."
"0","Türk dizileri kadına şiddet içerdiği için eleştiriliyor."
"0","Yeni Delhi 'dev bir gaz odasına' dönüştü. Okullar tatil edildi, milyonlarca gaz maskesi dağıtıldı."
"1","Atlarını yıllardır aç susuz bırakan faytoncular, açlık grevine girmişler."
"1","Bale akademisinde öğrencilere kilo almamak için sigara içmeleri tavsiye edildi."
"1","Bir seri katile hayranlık duyacak cinayet büro amiri olabilir mi?"
"1","Bugünkü uçağımızın pilotu, yükseklik korkusuna sahip."
"1","Çevreden duyduğuma göre, hiç bir ünü yokmuş."
"1","Dünyanın en büyük tütün şirketi, sağlık hakkında kampayalar düzenliyor."
"1","Hava sadece 42 derece, buz gibi adeta!"
"1","İki ay sonra işten kovulacak personeller, şirketin yılbaşı yemeğinde doyasıya eğlendi."
"1","Sabırlı olmak istiyorum, hem de hemen!"
"1","Şaşırtıcı! 2 yıldır sesi soluğu çıkmayan komşumdan, parti gürültüleri geliyor. Bağıra bağıra 'sessiz ol' şarkısını söylüyorlar."
"0","Aksaray'da otizmli çocukların aileleri konuştu: Çocuklarımız okula arka kapıdan sokuluyor."
"0","BBC'nin seçim haberlerini bilgisayarlar nasıl yazdı?"
"0","Bebeği 3 saat yaşayan anne, 63 gün boyunca biriktirdiği sütünü bağışladı."
"0","Gıda paketlerine kalorileri yakmak için gereken 'egzersiz miktarları' yazılmalı."
"0","İnsanlığın sonunu getirebilecek varoluşsal riskler neler?"
"0","Motorola, katlanan telefonu Razr'ın yeni versiyonunu çıkartıyor."
"0","Pentagon'un 10 milyar dolarlık ihalesini Microsoft kazandı, rakip Amazon 'Teklifler ayrıntılı incelenseydi farklı sonuç çıkardı' dedi."
"0","Sendikaların asgari ücret talebi belli oldu."
"0","Şehir hastanelerinde bugüne kadar ne kadar harcama yapıldı, sağlık hizmetlerine etkisi ne oldu?"
"0","Tesla CEO'su Musk, 'cam skandalına' rağmen Cybertruck için 200 bin sipariş aldığını açıkladı."
"1","Bir ara şizofrendim, ama bu aralar iyiyiz."
"1","Diktatörün twitter'ın kökünü kazıyacağını açıklamasını sevinçle karşılayan kitle bu haberi twitter'dan öğrendi."
"1","Diyetisyenim mide kelepçesi taktırdığı için bugünkü randevumuzu iptal etti."
"1","İstanbul'da yağmur sonrası ortaya çıkan o harika beton kokusunu hiçbir şeye değişmem be arkadaş... ohhh mis"
"1","Kadına şiddet uygulayan bütün erkekleri yine bir kadının yetiştirmiş olması çok ironik."
"1","Küçücük ama küçücük bir hata sonucu çalışanların maaşlarını muhasebecimiz yerine tüm şirkete göndermişim. Harika bir sabah... 😅"
"1","Matkap gürültüleri, çekiç darbeleri... Ah ne kadar da huzurlu bir akşam!"
"1","O kadar hızlı sürdü ki bir an duracağız diye çok korktum!"
"1","Terör örgütü destekleyen biri askerlik yapıyor ne kadar ironik."
"1","Yeni çalışmaya başladığım ofiste dedikodumu yapan çalışanları patronları azarlamış, halbuki çok iyi insanlardı :((("
"0","Belçika'da yoksul ailelerin çocukları zengin çocuklardan daha çok antidepresan ilaç kullanıyor :("
"0","En kısa gün tarih boyunca neden ve nasıl kutlandı?"
"0","Ford motor şirketinde mali yapı ne durumda?  🤔"
"0","Gece kabus görmek, gündüz korkularla başa çıkmakta faydalı olabilir."
"0","İyi ki Topkapı Sarayı'nı gezmedi, kaşıkçı elmasını da isteyebilirdi."
"0","Japonya'da kadın gazeteci tecavüzle suçladığı ünlü isme karşı açtığı davayı kazandı."
"0","Microsoft'tan yüzlerce yıl dayanabilecek veri depolama teknolojisi, Project Silica, tanıtıldı."
"0","Plastik kirliliği yarım milyon keşiş yengecini öldürdü."
"0","Rabia Naz'ın ölümünü araştıran TBMM Araştırma Komisyonu sayesinde dosyadaki gizlilik kararı kalktı"
"0","Yeni yapay nöron Alzheimer tedavisinde kullanılabilir."
"1","3 Temmuz'dan bu yana Fenerbahçe'nin küme düşmesi için mücadele eden Galatasaray, TBF'nin alacağı karar ile maça çıkmazsa küme düşecek."
"1","Araba çarpan falcı, arabanın nereden geldiğini göremediğini (!) söyledi."
"1","Askere gitmemek için 8 yıldır işletme okuyan adam İsrail'e girelim diyor."
"1","Bilerek ve isteyerek yaptığı yanlış seçimleri sonucunda memleketi kan gölüne çevirmiş bir toplumun #TeröreKarşıTekYüreğiz demesi ironidir."
"1","Dijitalleşme konusunu toplantıda konuşurken elektrik gitti. :)"
"1","Geri kalmış olan saatim, günde 2 kez bile doğruyu göstermiyor."
"1","Harika bir pazar sabahı, evimin önünde kocaman bir çukur var."
"1","İngilizler insanlara en çok lord kelimesini kullanan toplum olmasına rağmen, tanrıyı onurlandıramıyorlar."
"1","İstanbul'a taşınsam her hafta bir yeri gezerim, ama önce bi Tunalı Hilmi Caddesi'ni görsem iyi olacak. :)"
"1","Ofisimizin önüne kocaman bir foseptik çukuru açılmış. Her yer mis gibi kokuyor! 💩"
"0","Belçikalı bilim adamları, kemoterapisiz kanser tedavisi üzerinde çalışıyorlar."
"0","Bu hafta teslim etmem gereken 7 ödevim, girmem gereken 2 quizim var. Ne yapmam gerektiğini bilmiyorum ¯\_(ツ)_/¯"
"0","Depremleri, felaketleri, hırsızlıkları umarım unutmamışızdır..."
"0","Diyarbakır'da sıcaklıklar tam 45°C'yi görmüş :O"
"0","İnternette viral olan Tom Cruise Deepfake videosu neden ürkütücü?"
"0","Kanal İstanbul projesinin çevreye korkunç zararlar vereceği düşünülüyor."
"0","Mikrop kapmamak için uçağın neresinde oturmalı?"
"0","Modern insanın ataları Botsvana'dan yayıldı."
"0","Samsung Yönetim Kurulu Başkanı'na sendikal faaliyetleri engellemesi sebebiyle 1,5 yıl hapis cezası verildi."
"0","Trump bir an önce senatoda yargılanmak istiyor."
"1","Ambulans bir çocuğa çarparak onu sakatladı."
"1","Amerika'da en çok gasp edilen kitap İncil'miş."
"1","Basketbolu icat eden koç, hayatında hiçbir basketbol oyununu kazanamamış."
"1","Beyazların siyahlara yapılan ırkçılık hakkında konuşması ne kadar da komik."
"1","Bu haberleri görmezden gelen basın, ne kadar azimle (!) çalıştığından bahsetti."
"1","Doların 5 lirayı geçtiğini duyan esnaf, banknotları yırtıp atmaya başladı!"
"1","Güne daha güzel başlayamazdım, üstüm başım çamur oldu."
"1","Hafif tempolu koşuyu(jogging) bulan kişinin kalp krizinden hayatını yitirmesi ne çelişkidir ama..."
"1","Sistemsizlik içinde yüzen devlet dairelerindeki çalışanların ağzından sistem kelimesinin düşmemesi ne kadar da ironik."
"1","Uyku apnesi ilacımı almak için doktora gittiğimde 25 dakika bekletildim ve uyuyakaldım."
"0","11-17 yaş grubundaki çocukların yüzde 80'i yeterince egzersiz yapmıyor."
"0","Belçika ordusu zırh eklettiği aracına kısa boylu şoför bulmak zorunda."
"0","Çin'de öğrencilere beyin dalgalarını ölçen cihaz taktıran ilkokul, ailelerin şikâyetiyle uygulamaya son verdi."
"0","Demokratik Kongo'daki madenci ölümleri nedeniyle teknoloji devlerine dava açıldı."
"0","Dünya Sağlık Örgütü'nün 24 saat ortalaması için belirlediği sınır 25 mikrogram. "
"0","Instagram estetik operasyon filtrelerini kaldırıyor."
"0","Karanlık enerjinin gizemini çözmek için 5 bin mini teleskopla 35 milyon galaksi incelenecek."
"0","Merkez bankası faizleri 200 baz puan daha düşürdü."
"0","Peru'da iki McDonald's çalışanı elektrik çarpması sonucu öldü, tüm şubeler yas için 2 gün kapatıldı."
"0","Rafael Nadal, ABD Açık Tenis Turnuvası'nda rakibi Medvedev'i yenerek şampiyon oldu."
"1","ABD, köleliği, kitlesel tüketimi zihinsel olarak icat ettiğinde kaldırmış."
"1","Başkan eminim kuyusunu kazan adama seve seve yardım edecektir."
"1","Bir sezon daha formamızda ay yıldızlı bayrağı taşıyamayacağız, olsun diğer branşlarda başarılıyız nasıl olsa."
"1","Bir trafik polisinin ceza yazmak için durdurduğu arabanın şoförünün çok yakın bir arkadaşının çıkması"
"1","Çok pahalı montuyla ve altın kaplı telefonuyla ucuz yemek sırasında bekliyordu!"
"1","Daha güzel bir hayat için ömür boyu doyumsuzca çalışır sonra bir gün yanlışlıkla ölürüz."
"1","Fransa not indiriminden ve Rick Perry'nin başına gelenlerden dersini (!) almamış anlaşılan!"
"1","Görme engelli yarışmacıya elini uzatıp sıkmasını bekleyen müdürden istifası istendi."
"1","İnternet kullanmanın ne kadar sıkıcı olduğunu anlatan bir videoyu yine Youtube üzerinden anlattım."
"1","Öğrenciler savaşlara karşı çıkın, yoksa tarih kitapları kalınlaşacak..."
"0","Banyoda telefonla konuşan 13 yaşındaki kız çocuğu elektrik akımına kapıldı, kısa süre hafızasını kaybetti."
"0","Facebook yeni logosunu tanıttı."
"0","Google'ın Kanada'da kurmak istediği akıllı kente yeşil ışık verildi."
"0","İHA kullanıcısının yerini tespit edecek telefon uygulaması geliştirildi."
"0","Meme kanseri riskini yüzde 50 azaltan ilacın olumlu etkisi yıllarca sürüyor."
"0","ODTÜ'nün akademik arşivi erişime açıldı."
"0","Sahnede hidrojen peroksidin ayrışması deneyini yapan biyokimyager ABD güzeli seçildi."
"0","Twitter, gelen tepkiler üzerine aktif olmayan hesapları silmekten şimdilik vazgeçti."
"0","Utangaçlık neden kaynaklanır, giderilebilir mi?"
"0","🍏🍎 Yeşil elmaların, kırmızı elmalara göre daha çok şeker içerdiği açıklandı. 🍎🍏"
