85	1	a	Müdürü kovdurmak için başvurduğumuz birimin karar merciini de müdür atadığı için, kazanacağımıza hiç şüphem yok!
86	1	a	O kadar güzel bir filmdi ki, 10 dakika bile izlemeye dayanamadım.
87	1	a	Tanrıya şükürler olsun ki ateistim!
88	1	a	Telefona cevap vermeyen insan, aranmaktadır.
89	1	a	Yakın tarihin en kötü terör örgütüne 49 vatandaş kaptırmış kişi, dünya mazlumlarının umudu olmaktan bahsediyor.
90	0	a	Antalya'da hayatını kaybeden ailenin evinde siyanür bulgusuna rastlandı.
91	0	a	Balkan Şampiyonası'nda milli koşucumuz Ercan Arslan türk atletler arasında tüm zamanların en iyi 6. süresini koştu. 🇹🇷🇹🇷🇹🇷
92	0	a	Beyoğlu'nda lodosun etkisiyle bir binanın çatısı uçtu 😱
93	0	a	Çin'de mobil internet kullanıcılarına yüz tarama zorunluluğu getiriliyor.
94	0	a	Diyet kola bağımlılığını yendi, 100 milyon dolarlık aromalı su şirketi kurdu.
95	0	a	Kenyalı atlet Eliud Kipchoge, maratonu 2 saatin altında koşan ilk sporcu olarak tarihe geçti.
96	0	a	Mahsur kalan İranlı şoför için para toplanıp, yeni tır alındı.
97	0	a	Sakızdaki diş izleriyle, 5 bin 700 yıl önce yaşamış olan kadının genetik şifresi çözüldü.
98	0	a	Türk dizileri kadına şiddet içerdiği için eleştiriliyor.
99	0	a	Yeni Delhi 'dev bir gaz odasına' dönüştü. Okullar tatil edildi, milyonlarca gaz maskesi dağıtıldı.
100	1	a	Bir ara şizofrendim, ama bu aralar iyiyiz.
101	1	a	Diktatörün twitter'ın kökünü kazıyacağını açıklamasını sevinçle karşılayan kitle bu haberi twitter'dan öğrendi.
102	1	a	Diyetisyenim mide kelepçesi taktırdığı için bugünkü randevumuzu iptal etti.
103	1	a	İstanbul'da yağmur sonrası ortaya çıkan o harika beton kokusunu hiçbir şeye değişmem be arkadaş... ohhh mis
104	1	a	Kadına şiddet uygulayan bütün erkekleri yine bir kadının yetiştirmiş olması çok ironik.
105	1	a	Küçücük ama küçücük bir hata sonucu çalışanların maaşlarını muhasebecimiz yerine tüm şirkete göndermişim. Harika bir sabah... 😅
106	1	a	Matkap gürültüleri, çekiç darbeleri... Ah ne kadar da huzurlu bir akşam!
107	1	a	O kadar hızlı sürdü ki bir an duracağız diye çok korktum!
108	1	a	Terör örgütü destekleyen biri askerlik yapıyor ne kadar ironik.
109	1	a	Yeni çalışmaya başladığım ofiste dedikodumu yapan çalışanları patronları azarlamış, halbuki çok iyi insanlardı :(((
110	0	a	Belçika'da yoksul ailelerin çocukları zengin çocuklardan daha çok antidepresan ilaç kullanıyor :(
111	0	a	En kısa gün tarih boyunca neden ve nasıl kutlandı?
112	0	a	Ford motor şirketinde mali yapı ne durumda?  🤔
113	0	a	Gece kabus görmek, gündüz korkularla başa çıkmakta faydalı olabilir.
114	0	a	İyi ki Topkapı Sarayı'nı gezmedi, kaşıkçı elmasını da isteyebilirdi.
115	0	a	Japonya'da kadın gazeteci tecavüzle suçladığı ünlü isme karşı açtığı davayı kazandı.
116	0	a	Microsoft'tan yüzlerce yıl dayanabilecek veri depolama teknolojisi, Project Silica, tanıtıldı.
117	0	a	Plastik kirliliği yarım milyon keşiş yengecini öldürdü.
118	0	a	Rabia Naz'ın ölümünü araştıran TBMM Araştırma Komisyonu sayesinde dosyadaki gizlilik kararı kalktı
119	0	a	Yeni yapay nöron Alzheimer tedavisinde kullanılabilir.
120	1	a	3 Temmuz'dan bu yana Fenerbahçe'nin küme düşmesi için mücadele eden Galatasaray, TBF'nin alacağı karar ile maça çıkmazsa küme düşecek.
121	1	a	Araba çarpan falcı, arabanın nereden geldiğini göremediğini (!) söyledi.
122	1	a	Askere gitmemek için 8 yıldır işletme okuyan adam İsrail'e girelim diyor.
123	1	a	Bilerek ve isteyerek yaptığı yanlış seçimleri sonucunda memleketi kan gölüne çevirmiş bir toplumun #TeröreKarşıTekYüreğiz demesi ironidir.
124	1	a	Dijitalleşme konusunu toplantıda konuşurken elektrik gitti. :)
125	1	a	Geri kalmış olan saatim, günde 2 kez bile doğruyu göstermiyor.
126	1	a	Harika bir pazar sabahı, evimin önünde kocaman bir çukur var.
127	1	a	İngilizler insanlara en çok lord kelimesini kullanan toplum olmasına rağmen, tanrıyı onurlandıramıyorlar.
128	1	a	İstanbul'a taşınsam her hafta bir yeri gezerim, ama önce bi Tunalı Hilmi Caddesi'ni görsem iyi olacak. :)
129	1	a	Ofisimizin önüne kocaman bir foseptik çukuru açılmış. Her yer mis gibi kokuyor! 💩
130	0	a	Belçikalı bilim adamları, kemoterapisiz kanser tedavisi üzerinde çalışıyorlar.
131	0	a	Bu hafta teslim etmem gereken 7 ödevim, girmem gereken 2 quizim var. Ne yapmam gerektiğini bilmiyorum ¯\_(ツ)_/¯
132	0	a	Depremleri, felaketleri, hırsızlıkları umarım unutmamışızdır...
133	0	a	Diyarbakır'da sıcaklıklar tam 45°C'yi görmüş :O
134	0	a	İnternette viral olan Tom Cruise Deepfake videosu neden ürkütücü?
135	0	a	Kanal İstanbul projesinin çevreye korkunç zararlar vereceği düşünülüyor.
136	0	a	Mikrop kapmamak için uçağın neresinde oturmalı?
137	0	a	Modern insanın ataları Botsvana'dan yayıldı.
138	0	a	Samsung Yönetim Kurulu Başkanı'na sendikal faaliyetleri engellemesi sebebiyle 1,5 yıl hapis cezası verildi.
139	0	a	Trump bir an önce senatoda yargılanmak istiyor.
140	1	a	Ambulans bir çocuğa çarparak onu sakatladı.
141	1	a	Amerika'da en çok gasp edilen kitap İncil'miş.
142	1	a	Basketbolu icat eden koç, hayatında hiçbir basketbol oyununu kazanamamış.
143	1	a	Beyazların siyahlara yapılan ırkçılık hakkında konuşması ne kadar da komik.
144	1	a	Bu haberleri görmezden gelen basın, ne kadar azimle (!) çalıştığından bahsetti.
145	1	a	Doların 5 lirayı geçtiğini duyan esnaf, banknotları yırtıp atmaya başladı!
146	1	a	Güne daha güzel başlayamazdım, üstüm başım çamur oldu.
147	1	a	Hafif tempolu koşuyu(jogging) bulan kişinin kalp krizinden hayatını yitirmesi ne çelişkidir ama...
148	1	a	Sistemsizlik içinde yüzen devlet dairelerindeki çalışanların ağzından sistem kelimesinin düşmemesi ne kadar da ironik.
149	1	a	Uyku apnesi ilacımı almak için doktora gittiğimde 25 dakika bekletildim ve uyuyakaldım.
150	0	a	11-17 yaş grubundaki çocukların yüzde 80'i yeterince egzersiz yapmıyor.
151	0	a	Belçika ordusu zırh eklettiği aracına kısa boylu şoför bulmak zorunda.
152	0	a	Çin'de öğrencilere beyin dalgalarını ölçen cihaz taktıran ilkokul, ailelerin şikâyetiyle uygulamaya son verdi.
153	0	a	Demokratik Kongo'daki madenci ölümleri nedeniyle teknoloji devlerine dava açıldı.
154	0	a	Dünya Sağlık Örgütü'nün 24 saat ortalaması için belirlediği sınır 25 mikrogram. 
155	0	a	Instagram estetik operasyon filtrelerini kaldırıyor.
156	0	a	Karanlık enerjinin gizemini çözmek için 5 bin mini teleskopla 35 milyon galaksi incelenecek.
157	0	a	Merkez bankası faizleri 200 baz puan daha düşürdü.
158	0	a	Peru'da iki McDonald's çalışanı elektrik çarpması sonucu öldü, tüm şubeler yas için 2 gün kapatıldı.
159	0	a	Rafael Nadal, ABD Açık Tenis Turnuvası'nda rakibi Medvedev'i yenerek şampiyon oldu.
160	1	a	ABD, köleliği, kitlesel tüketimi zihinsel olarak icat ettiğinde kaldırmış.
161	1	a	Başkan eminim kuyusunu kazan adama seve seve yardım edecektir.
162	1	a	Bir sezon daha formamızda ay yıldızlı bayrağı taşıyamayacağız, olsun diğer branşlarda başarılıyız nasıl olsa.
163	1	a	Bir trafik polisinin ceza yazmak için durdurduğu arabanın şoförünün çok yakın bir arkadaşının çıkması
164	1	a	Çok pahalı montuyla ve altın kaplı telefonuyla ucuz yemek sırasında bekliyordu!
165	1	a	Daha güzel bir hayat için ömür boyu doyumsuzca çalışır sonra bir gün yanlışlıkla ölürüz.
166	1	a	Fransa not indiriminden ve Rick Perry'nin başına gelenlerden dersini (!) almamış anlaşılan!
167	1	a	Görme engelli yarışmacıya elini uzatıp sıkmasını bekleyen müdürden istifası istendi.
168	1	a	İnternet kullanmanın ne kadar sıkıcı olduğunu anlatan bir videoyu yine Youtube üzerinden anlattım.
169	1	a	Öğrenciler savaşlara karşı çıkın, yoksa tarih kitapları kalınlaşacak...
170	0	a	Banyoda telefonla konuşan 13 yaşındaki kız çocuğu elektrik akımına kapıldı, kısa süre hafızasını kaybetti.
171	0	a	Facebook yeni logosunu tanıttı.
172	0	a	Google'ın Kanada'da kurmak istediği akıllı kente yeşil ışık verildi.
173	0	a	İHA kullanıcısının yerini tespit edecek telefon uygulaması geliştirildi.
174	0	a	Meme kanseri riskini yüzde 50 azaltan ilacın olumlu etkisi yıllarca sürüyor.
175	0	a	ODTÜ'nün akademik arşivi erişime açıldı.
176	0	a	Sahnede hidrojen peroksidin ayrışması deneyini yapan biyokimyager ABD güzeli seçildi.
177	0	a	Twitter, gelen tepkiler üzerine aktif olmayan hesapları silmekten şimdilik vazgeçti.
178	0	a	Utangaçlık neden kaynaklanır, giderilebilir mi?
179	0	a	🍏🍎 Yeşil elmaların, kırmızı elmalara göre daha çok şeker içerdiği açıklandı. 🍎🍏
